Customer_ID,Loan_Amount,Customer_Vintage,No_of_MFIs,Category,Region,Income,Credit_Score,CREATED_TS,Final_Status
19216,298874,0,4,CAGL+1,West,13987,690,2027-03-12 15:00:00,Rejected
19217,82981,5,5,CAGL+1,West,39749,795,2027-03-12 16:00:00,Rejected
19218,251791,1,5,CAGL+1,South,68259,627,2027-03-12 17:00:00,Rejected
19219,213210,8,1,CAGL+1,South,15377,749,2027-03-12 18:00:00,Rejected
19220,249200,7,2,Unique,East,34334,744,2027-03-12 19:00:00,Approved
19221,169941,8,2,CAGL+1,East,13520,714,2027-03-12 20:00:00,Approved
19222,243151,8,4,CAGL+1,West,51966,789,2027-03-12 21:00:00,Rejected
19223,41076,1,2,CAGL+1,South,10865,753,2027-03-12 22:00:00,Approved
19224,238907,1,1,Unique,South,51068,685,2027-03-12 23:00:00,Approved
19225,136283,8,4,CAGL+2,South,78039,770,2027-03-13 00:00:00,Approved
19226,297238,1,1,CAGL+1,West,17051,569,2027-03-13 01:00:00,Rejected
19227,167889,3,1,Unique,South,47586,611,2027-03-13 02:00:00,Approved
19228,20555,1,5,Others,East,10965,700,2027-03-13 03:00:00,Approved
19229,80656,0,5,Others,North,65699,745,2027-03-13 04:00:00,Approved
19230,111173,9,5,Unique,North,58014,574,2027-03-13 05:00:00,Rejected
19231,111980,6,3,CAGL+2,East,55682,581,2027-03-13 06:00:00,Rejected
19232,48458,4,1,CAGL+1,North,21044,662,2027-03-13 07:00:00,Approved
19233,114122,2,2,Unique,East,73743,676,2027-03-13 08:00:00,Approved
19234,108538,7,4,CAGL+1,West,39210,668,2027-03-13 09:00:00,Rejected
19235,121201,4,3,CAGL+1,North,40505,735,2027-03-13 10:00:00,Approved
19236,158455,0,5,CAGL+2,West,28940,702,2027-03-13 11:00:00,Rejected
19237,158790,8,3,CAGL+2,West,41570,618,2027-03-13 12:00:00,Approved
19238,217232,4,3,CAGL+1,East,33504,687,2027-03-13 13:00:00,Approved
19239,162935,2,1,CAGL+1,West,52042,613,2027-03-13 14:00:00,Approved
19240,283521,5,1,Unique,North,25326,708,2027-03-13 15:00:00,Approved
19241,201595,7,2,Unique,North,37453,681,2027-03-13 16:00:00,Rejected
19242,134403,1,4,Unique,East,54050,734,2027-03-13 17:00:00,Approved
19243,155942,2,4,Unique,West,27194,748,2027-03-13 18:00:00,Rejected
19244,160372,6,5,Unique,South,14027,583,2027-03-13 19:00:00,Rejected
19245,77639,1,2,Unique,West,38479,654,2027-03-13 20:00:00,Approved
19246,134766,4,4,CAGL+2,North,66897,698,2027-03-13 21:00:00,Approved
19247,270637,8,3,CAGL+1,North,78421,632,2027-03-13 22:00:00,Approved
19248,248976,6,3,CAGL+2,North,53482,684,2027-03-13 23:00:00,Approved
19249,173122,2,4,Unique,West,36927,775,2027-03-14 00:00:00,Rejected
19250,143993,1,3,CAGL+2,South,15139,670,2027-03-14 01:00:00,Approved
19251,295282,9,3,Unique,North,19666,607,2027-03-14 02:00:00,Rejected
19252,222645,8,5,Unique,West,25399,710,2027-03-14 03:00:00,Rejected
19253,281172,8,3,Unique,East,50805,719,2027-03-14 04:00:00,Approved
19254,250125,8,4,Unique,West,68897,602,2027-03-14 05:00:00,Rejected
19255,156504,9,1,Unique,North,33435,670,2027-03-14 06:00:00,Rejected
19256,268312,2,3,CAGL+1,North,36607,634,2027-03-14 07:00:00,Approved
19257,222194,0,4,Unique,North,53673,732,2027-03-14 08:00:00,Rejected
19258,277456,8,3,CAGL+2,North,28720,727,2027-03-14 09:00:00,Approved
19259,35973,6,2,Unique,North,62869,715,2027-03-14 10:00:00,Approved
19260,112126,1,5,Others,West,21705,630,2027-03-14 11:00:00,Rejected
19261,170045,5,1,CAGL+2,West,12232,595,2027-03-14 12:00:00,Rejected
19262,270025,8,3,CAGL+1,South,48315,630,2027-03-14 13:00:00,Approved
19263,286207,7,4,Unique,West,40388,564,2027-03-14 14:00:00,Rejected
19264,233824,5,1,CAGL+2,North,17322,685,2027-03-14 15:00:00,Rejected
19265,103196,5,3,CAGL+1,West,59331,598,2027-03-14 16:00:00,Rejected
19266,19605,7,2,CAGL+1,West,55907,602,2027-03-14 17:00:00,Approved
19267,106185,8,4,Unique,South,24057,664,2027-03-14 18:00:00,Approved
19268,112756,7,5,CAGL+1,North,27360,586,2027-03-14 19:00:00,Rejected
19269,126351,0,3,CAGL+1,South,68098,632,2027-03-14 20:00:00,Approved
19270,239167,1,4,CAGL+1,North,20416,770,2027-03-14 21:00:00,Rejected
19271,266927,5,3,CAGL+2,North,61402,587,2027-03-14 22:00:00,Rejected
19272,251674,7,5,Others,East,51203,646,2027-03-14 23:00:00,Rejected
19273,218976,3,2,Others,West,68215,705,2027-03-15 00:00:00,Approved
19274,192277,3,5,Others,North,17030,653,2027-03-15 01:00:00,Rejected
19275,12420,1,5,CAGL+2,East,56435,610,2027-03-15 02:00:00,Rejected
19276,99897,9,5,CAGL+1,South,42590,646,2027-03-15 03:00:00,Approved
19277,37728,0,1,Unique,West,29157,677,2027-03-15 04:00:00,Approved
19278,134826,9,4,CAGL+1,North,14114,556,2027-03-15 05:00:00,Rejected
19279,67858,8,3,CAGL+1,East,23084,776,2027-03-15 06:00:00,Approved
19280,190161,6,2,CAGL+1,South,16752,749,2027-03-15 07:00:00,Rejected
19281,237676,8,3,Unique,South,30823,556,2027-03-15 08:00:00,Rejected
19282,271680,1,1,CAGL+2,East,58677,786,2027-03-15 09:00:00,Rejected
19283,225329,9,2,Unique,West,24754,608,2027-03-15 10:00:00,Approved
19284,238137,4,1,CAGL+2,North,64832,698,2027-03-15 11:00:00,Approved
19285,224521,1,3,Others,East,34513,790,2027-03-15 12:00:00,Rejected
19286,153747,9,2,Others,East,68450,702,2027-03-15 13:00:00,Approved
19287,258422,6,3,Unique,South,14646,744,2027-03-15 14:00:00,Approved
19288,107677,8,4,Unique,East,55614,581,2027-03-15 15:00:00,Rejected
19289,70049,2,1,CAGL+2,West,57776,725,2027-03-15 16:00:00,Approved
19290,189508,0,4,CAGL+1,South,39018,732,2027-03-15 17:00:00,Rejected
19291,50213,3,4,CAGL+1,East,12737,624,2027-03-15 18:00:00,Approved
19292,276428,3,3,Others,East,22187,762,2027-03-15 19:00:00,Approved
19293,289729,5,3,CAGL+1,West,32750,645,2027-03-15 20:00:00,Rejected
19294,279275,4,5,Unique,North,47927,615,2027-03-15 21:00:00,Rejected
19295,53382,4,5,CAGL+1,North,59374,700,2027-03-15 22:00:00,Approved
19296,228565,8,2,CAGL+1,North,75256,722,2027-03-15 23:00:00,Approved
19297,172008,0,3,Unique,South,62636,687,2027-03-16 00:00:00,Approved
19298,97081,7,1,Unique,North,20371,627,2027-03-16 01:00:00,Approved
19299,63441,7,3,Unique,North,51296,604,2027-03-16 02:00:00,Rejected
19300,89220,7,3,Others,South,69794,737,2027-03-16 03:00:00,Rejected
19301,249056,2,4,Unique,East,60370,558,2027-03-16 04:00:00,Rejected
19302,161714,9,4,CAGL+1,South,13833,632,2027-03-16 05:00:00,Rejected
19303,210979,7,5,Unique,North,69872,552,2027-03-16 06:00:00,Rejected
19304,22651,1,2,Others,South,74425,581,2027-03-16 07:00:00,Rejected
19305,142737,7,2,Unique,South,48201,603,2027-03-16 08:00:00,Rejected
19306,279062,7,3,Unique,North,28263,764,2027-03-16 09:00:00,Approved
19307,295151,2,1,CAGL+1,East,35469,760,2027-03-16 10:00:00,Approved
19308,238016,3,4,Unique,North,70610,625,2027-03-16 11:00:00,Rejected
19309,216802,8,1,Unique,South,72352,572,2027-03-16 12:00:00,Rejected
19310,297179,8,4,CAGL+2,North,16432,563,2027-03-16 13:00:00,Rejected
19311,86749,9,3,CAGL+1,East,22742,713,2027-03-16 14:00:00,Rejected
19312,32211,8,2,Unique,West,41494,725,2027-03-16 15:00:00,Approved
19313,36866,9,3,CAGL+1,South,75289,783,2027-03-16 16:00:00,Approved
19314,247012,5,4,CAGL+2,East,51613,616,2027-03-16 17:00:00,Rejected
19315,17344,0,2,CAGL+1,North,28590,687,2027-03-16 18:00:00,Rejected
19316,117879,7,1,CAGL+1,North,33299,763,2027-03-16 19:00:00,Approved
19317,282471,8,1,CAGL+1,West,77119,617,2027-03-16 20:00:00,Approved
19318,37608,7,5,CAGL+1,South,67406,628,2027-03-16 21:00:00,Approved
19319,181361,0,1,Unique,North,21881,601,2027-03-16 22:00:00,Approved
19320,290151,5,5,CAGL+2,East,55827,798,2027-03-16 23:00:00,Rejected
19321,297401,8,2,CAGL+2,South,71646,648,2027-03-17 00:00:00,Approved
19322,95054,8,3,CAGL+1,West,65649,598,2027-03-17 01:00:00,Rejected
19323,39784,6,3,Others,East,29020,593,2027-03-17 02:00:00,Rejected
19324,179660,6,2,CAGL+1,West,70438,677,2027-03-17 03:00:00,Approved
19325,54221,3,2,Unique,East,22665,799,2027-03-17 04:00:00,Approved
19326,293522,6,4,CAGL+1,South,60612,682,2027-03-17 05:00:00,Rejected
19327,14696,9,1,Unique,East,27522,641,2027-03-17 06:00:00,Approved
19328,44635,4,1,Unique,South,26079,790,2027-03-17 07:00:00,Approved
19329,136489,9,1,CAGL+1,South,49450,781,2027-03-17 08:00:00,Approved
19330,222331,4,5,CAGL+1,East,50033,787,2027-03-17 09:00:00,Rejected
19331,160279,0,1,Unique,East,15904,768,2027-03-17 10:00:00,Approved
19332,21817,1,4,CAGL+1,South,29385,692,2027-03-17 11:00:00,Approved
19333,203654,8,3,CAGL+2,North,21549,771,2027-03-17 12:00:00,Approved
19334,141240,1,3,CAGL+1,North,49981,685,2027-03-17 13:00:00,Approved
19335,132475,9,5,Unique,East,44941,732,2027-03-17 14:00:00,Rejected
19336,233378,1,4,CAGL+1,North,43765,662,2027-03-17 15:00:00,Rejected
19337,75199,8,2,CAGL+2,North,57749,670,2027-03-17 16:00:00,Approved
19338,67782,2,3,Unique,South,21224,569,2027-03-17 17:00:00,Rejected
19339,90759,1,4,Unique,South,37205,754,2027-03-17 18:00:00,Approved
19340,71599,6,2,Others,North,43123,683,2027-03-17 19:00:00,Approved
19341,214635,8,5,CAGL+1,West,40310,550,2027-03-17 20:00:00,Rejected
19342,26291,5,1,Others,East,56242,723,2027-03-17 21:00:00,Rejected
19343,232047,6,4,CAGL+1,West,57726,672,2027-03-17 22:00:00,Rejected
19344,97057,2,3,Unique,West,55816,719,2027-03-17 23:00:00,Rejected
19345,104535,2,5,CAGL+1,West,53410,791,2027-03-18 00:00:00,Approved
19346,273717,7,4,Unique,North,71770,759,2027-03-18 01:00:00,Rejected
19347,269789,6,5,Unique,South,67782,747,2027-03-18 02:00:00,Rejected
19348,18577,4,2,CAGL+2,North,66671,726,2027-03-18 03:00:00,Approved
19349,39948,5,4,CAGL+1,West,47173,649,2027-03-18 04:00:00,Approved
19350,246139,8,1,CAGL+1,North,16543,790,2027-03-18 05:00:00,Approved
19351,87700,2,2,CAGL+2,East,50316,767,2027-03-18 06:00:00,Approved
19352,277361,2,1,Unique,West,59662,583,2027-03-18 07:00:00,Rejected
19353,167481,5,5,CAGL+1,North,74205,777,2027-03-18 08:00:00,Rejected
19354,190112,7,1,CAGL+1,South,69250,734,2027-03-18 09:00:00,Approved
19355,119657,4,2,Others,West,51496,566,2027-03-18 10:00:00,Rejected
19356,219002,0,2,Unique,South,37204,638,2027-03-18 11:00:00,Approved
19357,103075,2,2,CAGL+2,East,20754,740,2027-03-18 12:00:00,Approved
19358,199319,7,5,Unique,East,18899,797,2027-03-18 13:00:00,Rejected
19359,200047,3,3,CAGL+1,North,49354,610,2027-03-18 14:00:00,Approved
19360,31629,8,5,CAGL+1,North,66124,608,2027-03-18 15:00:00,Approved
19361,202535,5,2,CAGL+2,East,62806,641,2027-03-18 16:00:00,Approved
19362,12039,9,5,Unique,West,47399,628,2027-03-18 17:00:00,Approved
19363,116615,3,4,CAGL+1,West,74265,681,2027-03-18 18:00:00,Approved
19364,13857,3,4,Unique,West,33232,768,2027-03-18 19:00:00,Approved
19365,200091,9,3,Unique,East,48258,710,2027-03-18 20:00:00,Approved
19366,101432,4,5,CAGL+2,South,34417,697,2027-03-18 21:00:00,Approved
19367,230079,6,5,CAGL+2,South,77692,698,2027-03-18 22:00:00,Rejected
19368,90977,6,4,Unique,West,25870,781,2027-03-18 23:00:00,Approved
19369,284879,9,2,Unique,North,65658,590,2027-03-19 00:00:00,Rejected
19370,175583,6,1,Unique,North,47364,623,2027-03-19 01:00:00,Approved
19371,56051,4,2,CAGL+1,East,11074,593,2027-03-19 02:00:00,Rejected
19372,62693,8,3,Unique,North,53725,581,2027-03-19 03:00:00,Rejected
19373,117942,1,1,Others,East,30843,741,2027-03-19 04:00:00,Approved
19374,144966,7,2,Unique,East,67424,652,2027-03-19 05:00:00,Rejected
19375,184304,9,5,Unique,North,32229,714,2027-03-19 06:00:00,Rejected
19376,63214,7,5,CAGL+2,North,70600,738,2027-03-19 07:00:00,Approved
19377,79817,2,4,CAGL+1,West,68816,575,2027-03-19 08:00:00,Rejected
19378,73862,4,5,Others,West,30683,699,2027-03-19 09:00:00,Approved
19379,231255,7,5,Others,North,36487,589,2027-03-19 10:00:00,Rejected
19380,268121,9,3,CAGL+2,West,39725,608,2027-03-19 11:00:00,Approved
19381,269968,8,1,CAGL+1,West,59487,599,2027-03-19 12:00:00,Rejected
19382,173380,6,2,Unique,South,74321,754,2027-03-19 13:00:00,Approved
19383,107330,3,2,CAGL+1,West,15682,773,2027-03-19 14:00:00,Rejected
19384,49288,3,3,CAGL+1,West,76949,622,2027-03-19 15:00:00,Approved
19385,218879,2,1,Others,West,31621,778,2027-03-19 16:00:00,Approved
19386,125784,7,5,Unique,South,65397,783,2027-03-19 17:00:00,Approved
19387,186339,5,3,CAGL+1,West,45651,716,2027-03-19 18:00:00,Approved
19388,18915,9,5,CAGL+1,South,37246,565,2027-03-19 19:00:00,Rejected
19389,206370,5,2,Unique,West,14482,647,2027-03-19 20:00:00,Approved
19390,23805,9,3,Unique,East,12847,623,2027-03-19 21:00:00,Approved
19391,226206,9,3,CAGL+2,East,43906,637,2027-03-19 22:00:00,Approved
19392,64716,8,3,CAGL+2,West,63053,687,2027-03-19 23:00:00,Approved
19393,143943,2,2,Unique,South,36071,722,2027-03-20 00:00:00,Rejected
19394,186813,3,2,CAGL+1,North,38081,639,2027-03-20 01:00:00,Approved
19395,164220,2,4,CAGL+2,East,34878,711,2027-03-20 02:00:00,Rejected
19396,15834,2,2,Others,North,56142,612,2027-03-20 03:00:00,Approved
19397,52680,0,2,Unique,North,58555,778,2027-03-20 04:00:00,Approved
19398,138802,9,5,CAGL+1,East,73407,617,2027-03-20 05:00:00,Approved
19399,13399,5,2,CAGL+2,East,72273,642,2027-03-20 06:00:00,Approved
19400,162834,8,1,Unique,North,36973,763,2027-03-20 07:00:00,Approved
19401,169412,4,5,CAGL+2,South,65986,766,2027-03-20 08:00:00,Rejected
19402,91344,9,4,CAGL+2,East,27972,560,2027-03-20 09:00:00,Rejected
19403,200862,1,1,Others,West,56702,787,2027-03-20 10:00:00,Approved
19404,21809,9,4,Unique,East,72107,796,2027-03-20 11:00:00,Approved
19405,158768,3,3,Unique,West,24168,633,2027-03-20 12:00:00,Approved
19406,249432,5,3,CAGL+1,East,44278,637,2027-03-20 13:00:00,Approved
19407,140306,6,3,CAGL+2,West,29996,788,2027-03-20 14:00:00,Approved
19408,192529,6,2,CAGL+2,West,13004,644,2027-03-20 15:00:00,Approved
19409,69151,3,2,CAGL+2,South,39819,702,2027-03-20 16:00:00,Approved
19410,94661,9,5,CAGL+1,South,74903,618,2027-03-20 17:00:00,Approved
19411,204080,9,1,Unique,North,76221,708,2027-03-20 18:00:00,Approved
19412,193560,4,1,CAGL+1,East,41774,785,2027-03-20 19:00:00,Rejected
19413,66632,3,3,Unique,East,20561,734,2027-03-20 20:00:00,Approved
19414,76533,9,3,CAGL+2,East,53793,636,2027-03-20 21:00:00,Rejected
19415,81889,5,2,CAGL+1,South,14069,797,2027-03-20 22:00:00,Approved
19416,94239,6,4,CAGL+1,East,37221,730,2027-03-20 23:00:00,Rejected
19417,111511,1,1,CAGL+1,East,16301,758,2027-03-21 00:00:00,Approved
19418,67942,9,1,CAGL+1,North,70754,743,2027-03-21 01:00:00,Approved
19419,19275,2,4,CAGL+2,South,33316,605,2027-03-21 02:00:00,Rejected
19420,292109,7,1,CAGL+2,North,43101,615,2027-03-21 03:00:00,Rejected
19421,107955,6,1,Unique,East,59426,768,2027-03-21 04:00:00,Approved
19422,124178,0,2,Unique,North,65299,571,2027-03-21 05:00:00,Rejected
19423,176926,3,1,Unique,East,31741,758,2027-03-21 06:00:00,Approved
19424,299022,4,3,Unique,East,48036,730,2027-03-21 07:00:00,Rejected
19425,123174,2,3,CAGL+2,North,38428,734,2027-03-21 08:00:00,Approved
19426,222637,3,5,Unique,North,41637,582,2027-03-21 09:00:00,Rejected
19427,42784,9,2,CAGL+2,West,41280,799,2027-03-21 10:00:00,Rejected
19428,49865,9,2,Others,East,35135,674,2027-03-21 11:00:00,Approved
19429,283798,9,3,Unique,West,21024,554,2027-03-21 12:00:00,Rejected
19430,27830,6,2,CAGL+1,South,58871,562,2027-03-21 13:00:00,Rejected
19431,52425,7,2,CAGL+1,West,13176,694,2027-03-21 14:00:00,Approved
19432,218567,8,5,Others,South,41869,592,2027-03-21 15:00:00,Rejected
19433,87355,1,4,Unique,West,26420,633,2027-03-21 16:00:00,Approved
19434,118039,3,1,CAGL+2,West,20215,761,2027-03-21 17:00:00,Approved
19435,264031,0,5,Others,West,26579,769,2027-03-21 18:00:00,Rejected
19436,57405,2,4,CAGL+1,North,49801,671,2027-03-21 19:00:00,Approved
19437,267239,7,1,Unique,South,47456,689,2027-03-21 20:00:00,Approved
19438,248839,6,3,Unique,West,72908,761,2027-03-21 21:00:00,Approved
19439,265516,7,4,Others,West,18636,748,2027-03-21 22:00:00,Rejected
19440,277535,5,1,Unique,South,11372,670,2027-03-21 23:00:00,Approved
19441,203540,4,5,CAGL+1,West,61982,605,2027-03-22 00:00:00,Rejected
19442,25091,9,1,Unique,East,58706,746,2027-03-22 01:00:00,Approved
19443,265665,8,2,Others,North,55588,578,2027-03-22 02:00:00,Rejected
19444,181754,4,1,CAGL+1,North,50732,574,2027-03-22 03:00:00,Rejected
19445,299112,8,3,Others,North,37324,560,2027-03-22 04:00:00,Rejected
19446,195905,3,5,Others,West,54183,718,2027-03-22 05:00:00,Rejected
19447,181277,4,4,CAGL+1,North,59119,688,2027-03-22 06:00:00,Rejected
19448,217979,0,1,Others,East,62766,645,2027-03-22 07:00:00,Approved
19449,135401,5,5,Unique,East,18532,587,2027-03-22 08:00:00,Rejected
19450,232289,2,3,Unique,South,66332,666,2027-03-22 09:00:00,Approved
19451,25430,9,4,CAGL+2,West,42536,631,2027-03-22 10:00:00,Approved
19452,261707,1,1,CAGL+1,North,35714,739,2027-03-22 11:00:00,Approved
19453,150105,5,3,Others,East,18453,670,2027-03-22 12:00:00,Approved
19454,160990,0,2,CAGL+2,East,31205,799,2027-03-22 13:00:00,Approved
19455,290400,8,5,CAGL+1,West,63726,628,2027-03-22 14:00:00,Rejected
19456,189594,4,5,Others,North,63682,758,2027-03-22 15:00:00,Rejected
19457,205425,6,1,Unique,South,65370,701,2027-03-22 16:00:00,Approved
19458,41188,9,3,Unique,South,65720,593,2027-03-22 17:00:00,Rejected
19459,209336,8,4,CAGL+1,West,36712,568,2027-03-22 18:00:00,Rejected
19460,142667,8,4,Unique,East,70625,586,2027-03-22 19:00:00,Rejected
19461,173696,6,4,Unique,East,57778,682,2027-03-22 20:00:00,Rejected
19462,77824,3,4,Unique,West,28924,780,2027-03-22 21:00:00,Approved
19463,181503,3,1,CAGL+1,West,16969,553,2027-03-22 22:00:00,Rejected
19464,131624,6,1,Unique,West,32954,550,2027-03-22 23:00:00,Rejected
19465,290022,7,5,CAGL+2,North,72906,771,2027-03-23 00:00:00,Rejected
19466,262366,6,3,CAGL+1,North,10182,675,2027-03-23 01:00:00,Approved
19467,87838,9,2,Unique,South,27569,566,2027-03-23 02:00:00,Rejected
19468,197432,3,1,Unique,West,64189,720,2027-03-23 03:00:00,Approved
19469,118484,3,4,CAGL+2,West,77222,649,2027-03-23 04:00:00,Rejected
19470,11083,7,2,CAGL+1,East,16498,599,2027-03-23 05:00:00,Rejected
19471,192636,8,5,CAGL+1,South,63170,707,2027-03-23 06:00:00,Rejected
19472,275455,6,4,CAGL+1,South,39311,784,2027-03-23 07:00:00,Rejected
19473,295279,2,3,CAGL+1,West,36603,741,2027-03-23 08:00:00,Approved
19474,67109,9,2,CAGL+1,South,19235,663,2027-03-23 09:00:00,Rejected
19475,116892,0,5,CAGL+1,South,74727,759,2027-03-23 10:00:00,Rejected
19476,237827,4,1,CAGL+1,East,67529,585,2027-03-23 11:00:00,Rejected
19477,187284,5,3,Others,South,42530,550,2027-03-23 12:00:00,Rejected
19478,198848,8,4,Unique,West,11443,746,2027-03-23 13:00:00,Rejected
19479,225648,4,2,Unique,East,23846,669,2027-03-23 14:00:00,Rejected
19480,212458,0,5,Others,West,38415,759,2027-03-23 15:00:00,Rejected
19481,61588,3,2,Unique,East,14509,578,2027-03-23 16:00:00,Rejected
19482,137558,1,3,CAGL+1,North,56588,758,2027-03-23 17:00:00,Approved
19483,162849,3,1,CAGL+2,West,78314,762,2027-03-23 18:00:00,Approved
19484,131921,6,1,Unique,South,42108,615,2027-03-23 19:00:00,Approved
19485,223630,8,3,Unique,South,30082,585,2027-03-23 20:00:00,Rejected
19486,103481,2,4,CAGL+1,East,50001,611,2027-03-23 21:00:00,Approved
19487,169860,2,2,CAGL+1,South,75383,697,2027-03-23 22:00:00,Approved
19488,85018,3,4,Unique,South,72344,632,2027-03-23 23:00:00,Rejected
19489,56873,6,5,CAGL+1,South,32095,603,2027-03-24 00:00:00,Approved
19490,140241,5,4,Unique,North,55313,631,2027-03-24 01:00:00,Approved
19491,220743,4,3,Unique,West,46804,656,2027-03-24 02:00:00,Rejected
19492,57672,3,1,CAGL+2,East,33586,690,2027-03-24 03:00:00,Approved
19493,278265,7,3,Unique,East,28505,596,2027-03-24 04:00:00,Rejected
19494,109332,3,3,CAGL+1,West,57113,624,2027-03-24 05:00:00,Rejected
19495,92445,2,2,Others,North,70110,774,2027-03-24 06:00:00,Approved
19496,160002,6,3,Unique,West,51456,662,2027-03-24 07:00:00,Approved
19497,59987,1,5,Unique,East,27766,705,2027-03-24 08:00:00,Approved
19498,110787,3,2,Others,South,10358,677,2027-03-24 09:00:00,Approved
19499,107083,7,2,CAGL+1,South,56286,604,2027-03-24 10:00:00,Rejected
19500,41688,3,4,CAGL+2,South,77926,720,2027-03-24 11:00:00,Approved
19501,118406,9,3,CAGL+2,North,44962,783,2027-03-24 12:00:00,Rejected
19502,17304,6,4,CAGL+2,North,15897,593,2027-03-24 13:00:00,Rejected
19503,145121,1,4,Others,North,72723,570,2027-03-24 14:00:00,Rejected
19504,287091,4,2,Unique,South,10608,771,2027-03-24 15:00:00,Approved
19505,266594,3,4,CAGL+1,East,67674,602,2027-03-24 16:00:00,Rejected
19506,19495,8,4,CAGL+1,North,30010,724,2027-03-24 17:00:00,Approved
19507,296851,6,2,CAGL+2,West,37847,673,2027-03-24 18:00:00,Approved
19508,239768,8,2,Unique,South,16108,773,2027-03-24 19:00:00,Approved
19509,171778,9,1,CAGL+2,South,64369,670,2027-03-24 20:00:00,Rejected
19510,110770,6,3,CAGL+2,South,51940,636,2027-03-24 21:00:00,Approved
19511,24987,1,1,Unique,South,39713,702,2027-03-24 22:00:00,Approved
19512,160161,1,2,CAGL+1,East,39917,645,2027-03-24 23:00:00,Approved
19513,75997,1,5,Unique,South,42173,778,2027-03-25 00:00:00,Approved
19514,282137,4,4,Unique,South,28609,718,2027-03-25 01:00:00,Rejected
19515,21465,0,4,CAGL+1,East,49074,708,2027-03-25 02:00:00,Rejected
19516,92071,6,2,CAGL+1,West,44680,562,2027-03-25 03:00:00,Rejected
19517,22366,1,4,CAGL+1,West,57271,555,2027-03-25 04:00:00,Rejected
19518,273929,3,1,CAGL+1,East,77638,550,2027-03-25 05:00:00,Rejected
19519,16242,8,4,CAGL+1,South,57098,685,2027-03-25 06:00:00,Approved
19520,296673,7,5,Unique,North,40340,605,2027-03-25 07:00:00,Rejected
19521,122616,9,3,Unique,North,41646,739,2027-03-25 08:00:00,Approved
19522,278500,1,1,CAGL+1,South,26955,636,2027-03-25 09:00:00,Approved
19523,95380,3,3,CAGL+2,East,29464,660,2027-03-25 10:00:00,Approved
19524,290364,3,3,CAGL+1,South,62058,746,2027-03-25 11:00:00,Approved
19525,228735,1,5,CAGL+1,South,78025,770,2027-03-25 12:00:00,Rejected
19526,265960,1,5,Others,East,10911,699,2027-03-25 13:00:00,Rejected
19527,44261,4,5,CAGL+2,East,14549,741,2027-03-25 14:00:00,Approved
19528,199551,3,5,Others,North,11016,746,2027-03-25 15:00:00,Rejected
19529,231968,7,1,Unique,North,74343,566,2027-03-25 16:00:00,Rejected
19530,140792,3,5,CAGL+1,South,70705,695,2027-03-25 17:00:00,Approved
19531,113467,7,1,Unique,East,61828,594,2027-03-25 18:00:00,Rejected
19532,114008,4,4,CAGL+2,West,40164,603,2027-03-25 19:00:00,Approved
19533,114992,0,3,Others,South,28399,588,2027-03-25 20:00:00,Rejected
19534,37011,8,4,Unique,West,41537,614,2027-03-25 21:00:00,Approved
19535,189675,7,4,Unique,South,70919,799,2027-03-25 22:00:00,Rejected
19536,103593,0,2,CAGL+1,East,62829,644,2027-03-25 23:00:00,Approved
19537,128339,2,4,Unique,North,14192,765,2027-03-26 00:00:00,Approved
19538,159519,2,4,Unique,South,71611,731,2027-03-26 01:00:00,Rejected
19539,93940,4,2,Others,East,66821,693,2027-03-26 02:00:00,Approved
19540,96677,6,4,Unique,North,68461,746,2027-03-26 03:00:00,Rejected
19541,246729,0,2,Unique,North,21485,789,2027-03-26 04:00:00,Approved
19542,123570,0,1,Unique,East,20107,709,2027-03-26 05:00:00,Approved
19543,73056,9,3,CAGL+2,East,47377,575,2027-03-26 06:00:00,Rejected
19544,91468,5,5,CAGL+1,East,11481,712,2027-03-26 07:00:00,Approved
19545,284161,4,4,Unique,West,40278,602,2027-03-26 08:00:00,Rejected
19546,239945,2,1,Unique,West,17418,666,2027-03-26 09:00:00,Approved
19547,47880,2,3,Unique,South,27313,798,2027-03-26 10:00:00,Approved
19548,11355,3,1,Unique,South,65986,720,2027-03-26 11:00:00,Approved
19549,116360,9,2,CAGL+2,East,23707,718,2027-03-26 12:00:00,Approved
19550,68936,1,1,Unique,South,22655,573,2027-03-26 13:00:00,Rejected
19551,205680,8,4,CAGL+2,South,10637,593,2027-03-26 14:00:00,Rejected
19552,222694,3,4,Unique,West,75458,756,2027-03-26 15:00:00,Rejected
19553,256590,9,5,Others,East,39001,572,2027-03-26 16:00:00,Rejected
19554,228123,2,5,CAGL+1,South,45412,675,2027-03-26 17:00:00,Rejected
19555,267034,9,4,Unique,East,42168,624,2027-03-26 18:00:00,Rejected
19556,220828,6,1,Unique,South,24638,771,2027-03-26 19:00:00,Rejected
19557,57266,8,4,Unique,West,35997,722,2027-03-26 20:00:00,Approved
19558,195626,1,1,Unique,East,40521,771,2027-03-26 21:00:00,Approved
19559,199287,5,4,Others,South,53661,604,2027-03-26 22:00:00,Rejected
19560,109138,4,3,Unique,North,15323,619,2027-03-26 23:00:00,Approved
19561,70656,0,1,Unique,West,61656,659,2027-03-27 00:00:00,Approved
19562,64104,6,2,Unique,North,13202,618,2027-03-27 01:00:00,Approved
19563,86844,0,2,Others,East,23104,664,2027-03-27 02:00:00,Approved
19564,10969,9,5,CAGL+1,West,18488,789,2027-03-27 03:00:00,Rejected
